"id","youSaveSpend","fuelCost08","year","make","model","atvType","drive","VClass","evMotor","evMotorBatterySize","evMotorBatteryType","evMotorElKW"
33336,2250,800,2013,"Ford","C-MAX Energi Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","68 kW",NA,NA,68
33337,1500,900,2013,"CODA Automotive","CODA","EV","Front-Wheel Drive","Subcompact Cars","100 kW DCPM",NA,NA,100
33343,-1000,1400,2013,"Mercedes-Benz","E400 Hybrid","Hybrid","Rear-Wheel Drive","Midsize Cars","126V Li-Ion",126,"Li-Ion",NA
33358,3000,600,2013,"Mitsubishi","i-MiEV","EV","Rear-Wheel Drive","Subcompact Cars","49 kW DCPM",NA,NA,49
33363,-1000,1400,2012,"BMW","ActiveHybrid 5","Hybrid","Rear-Wheel Drive","Midsize Cars","374V Li-Ion",374,"Li-Ion",NA
33366,2000,800,2013,"Volkswagen","Jetta Hybrid","Hybrid","Front-Wheel Drive","Compact Cars","220V Li-Ion",220,"Li-Ion",NA
33367,2500,700,2013,"Tesla","Model S (60 kW-hr battery pack)","EV","Rear-Wheel Drive","Large Cars","225 kW AC Induction",NA,NA,225
33368,2250,750,2013,"Tesla","Model S (85 kW-hr battery pack)","EV","Rear-Wheel Drive","Large Cars","270 kW AC Induction",NA,NA,270
33371,-3250,1850,2013,"Lexus","LS 600h L","Hybrid","All-Wheel Drive","Midsize Cars","288V Ni-MH",288,"Ni-MH",NA
33373,2250,750,2013,"Toyota","Avalon Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
33374,2250,750,2013,"Toyota","Camry Hybrid LE","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
33375,2250,750,2013,"Toyota","Camry Hybrid XLE","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
33383,750,1050,2012,"BYD","e6","EV","Front-Wheel Drive","Sport Utility Vehicle","75 kW AC PMSM",NA,NA,75
33396,3250,550,2013,"Fiat","500e","EV","Front-Wheel Drive","Minicompact Cars","82 kW ACIPM",NA,NA,82
33397,1750,850,2013,"Toyota","RAV4 EV","EV","Front-Wheel Drive","Small Sport Utility Vehicle","115 kW AC Induction",NA,NA,115
33398,2250,800,2013,"Ford","Fusion Energi Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","68 kW",NA,NA,68
33465,1500,900,2013,"Honda","CR-Z","Hybrid","Front-Wheel Drive","Two Seaters","144V Li-Ion",144,"Li-Ion",NA
33501,2000,800,2013,"Honda","CR-Z","Hybrid","Front-Wheel Drive","Two Seaters","144V Li-Ion",144,"Li-Ion",NA
33507,2500,700,2013,"Honda","Civic Hybrid","Hybrid","Front-Wheel Drive","Compact Cars","144V Li-Ion",144,"Li-Ion",NA
33528,2000,800,2013,"Hyundai","Sonata Hybrid Limited","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
33529,2000,800,2013,"Hyundai","Sonata Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
33530,2000,800,2013,"Kia","Optima Hybrid EX","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
33531,2000,800,2013,"Kia","Optima Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
33557,3000,650,2014,"Honda","Accord Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","124 kW",NA,NA,124
33558,3250,550,2013,"Nissan","Leaf","EV","Front-Wheel Drive","Midsize Cars","80 kW DCPM",NA,NA,80
33607,1000,1000,2014,"Acura","ILX Hybrid","Hybrid","Front-Wheel Drive","Compact Cars","144V Li-Ion",144,"Li-Ion",NA
33612,2500,700,2013,"Tesla","Model S (40 kW-hr battery pack)","EV","Rear-Wheel Drive","Large Cars","225 kW AC Induction",NA,NA,225
33640,3250,550,2014,"Chevrolet","Spark EV","EV","Front-Wheel Drive","Subcompact Cars","104 kW AC Induction",NA,NA,104
33756,-2750,1750,2014,"Volkswagen","Touareg Hybrid","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
33837,750,1050,2014,"Buick","Regal eAssist","Hybrid","Front-Wheel Drive","Midsize Cars","115V Li-Ion",115,"Li-Ion",NA
33838,750,1050,2014,"Buick","LaCrosse eAssist","Hybrid","Front-Wheel Drive","Midsize Cars","115V Li-Ion",115,"Li-Ion",NA
33844,750,1050,2014,"Chevrolet","Malibu eAssist","Hybrid","Front-Wheel Drive","Midsize Cars","115V Li-Ion",115,"Li-Ion",NA
33848,-1000,1400,2014,"Mercedes-Benz","E400 Hybrid","Hybrid","Rear-Wheel Drive","Midsize Cars","126V Li-Ion",126,"Li-Ion",NA
33853,750,1050,2014,"Chevrolet","Impala eAssist","Hybrid","Front-Wheel Drive","Large Cars","115V Li-Ion",115,"Li-Ion",NA
33873,-1000,1400,2014,"Audi","Q5 Hybrid","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","266V Li-Ion",266,"Li-Ion",NA
33900,2000,1000,2014,"Chevrolet","Volt","Plug-in Hybrid","Front-Wheel Drive","Compact Cars","111 kW",NA,NA,111
33905,3250,550,2014,"Honda","Fit EV","EV","Front-Wheel Drive","Small Station Wagons","92 kW DCPM",NA,NA,92
34059,0,1200,2014,"Infiniti","Q50 Hybrid","Hybrid","Rear-Wheel Drive","Compact Cars","346V Li-Ion",346,"Li-Ion",NA
34060,-250,1250,2014,"Infiniti","Q50S Hybrid","Hybrid","Rear-Wheel Drive","Compact Cars","346V Li-Ion",346,"Li-Ion",NA
34061,-250,1250,2014,"Infiniti","Q50 Hybrid AWD","Hybrid","All-Wheel Drive","Compact Cars","346V Li-Ion",346,"Li-Ion",NA
34062,-500,1300,2014,"Infiniti","Q50S Hybrid AWD","Hybrid","All-Wheel Drive","Compact Cars","346V Li-Ion",346,"Li-Ion",NA
34089,2250,800,2014,"Ford","Fusion Energi Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","68 kW",NA,NA,68
34129,-2750,1750,2014,"Porsche","Cayenne S Hybrid","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
34130,3000,600,2014,"Ford","Focus Electric","EV","Front-Wheel Drive","Compact Cars","107 kW AC PMSM",NA,NA,107
34167,2000,800,2014,"Volkswagen","Jetta Hybrid","Hybrid","Front-Wheel Drive","Compact Cars","220V Li-Ion",220,"Li-Ion",NA
34290,2250,750,2014,"Toyota","Camry Hybrid LE","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
34291,2250,750,2014,"Toyota","Camry Hybrid XLE/SE","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
34312,2500,700,2014,"Ford","Fusion Hybrid FWD","Hybrid","Front-Wheel Drive","Midsize Cars","280V Li-Ion",280,"Li-Ion",NA
34316,2000,800,2014,"Lincoln","MKZ Hybrid FWD","Hybrid","Front-Wheel Drive","Midsize Cars","280V Li-Ion",280,"Li-Ion",NA
34317,2500,700,2014,"Toyota","Prius v","Hybrid","Front-Wheel Drive","Midsize Station Wagons","202V Ni-MH",202,"Ni-MH",NA
34337,2500,700,2014,"Honda","Insight","Hybrid","Front-Wheel Drive","Compact Cars","101V Ni-MH",101,"Ni-MH",NA
34338,2500,700,2014,"Honda","Insight","Hybrid","Front-Wheel Drive","Compact Cars","101V Ni-MH",101,"Ni-MH",NA
34379,-250,1250,2014,"Lexus","RX 450h","Hybrid","Front-Wheel Drive","Small Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
34387,-500,1300,2014,"Lexus","RX 450h AWD","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
34392,3250,550,2014,"Fiat","500e","EV","Front-Wheel Drive","Minicompact Cars","82 kW ACIPM",NA,NA,82
34393,3000,600,2014,"smart","fortwo electric drive convertible","EV","Rear-Wheel Drive","Two Seaters","55 kW DCPM",NA,NA,55
34394,3000,600,2014,"smart","fortwo electric drive coupe","EV","Rear-Wheel Drive","Two Seaters","55 kW DCPM",NA,NA,55
34395,2750,650,2014,"Honda","Accord Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","259V Li-Ion",259,"Li-Ion",NA
34425,1750,850,2014,"Toyota","RAV4 EV","EV","Front-Wheel Drive","Small Sport Utility Vehicle","115 kW AC Induction",NA,NA,115
34426,2000,800,2014,"Honda","CR-Z","Hybrid","Front-Wheel Drive","Two Seaters","144V Li-Ion",144,"Li-Ion",NA
34427,1500,900,2014,"Honda","CR-Z","Hybrid","Front-Wheel Drive","Two Seaters","144V Li-Ion",144,"Li-Ion",NA
34431,-500,1300,2014,"BMW","ActiveHybrid 3","Hybrid","Rear-Wheel Drive","Compact Cars","374V Li-Ion",374,"Li-Ion",NA
34433,-1000,1400,2014,"BMW","ActiveHybrid 5","Hybrid","Rear-Wheel Drive","Midsize Cars","374V Li-Ion",374,"Li-Ion",NA
34438,-1500,1500,2014,"BMW","ActiveHybrid 7L","Hybrid","Rear-Wheel Drive","Large Cars","374V Li-Ion",374,"Li-Ion",NA
34481,2250,750,2014,"Lexus","ES 300h","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
34484,0,1200,2014,"Lexus","GS 450h","Hybrid","Rear-Wheel Drive","Midsize Cars","288V Ni-MH",288,"Ni-MH",NA
34485,-3250,1850,2014,"Lexus","LS 600h L","Hybrid","All-Wheel Drive","Midsize Cars","288V Ni-MH",288,"Ni-MH",NA
34486,2250,750,2014,"Toyota","Avalon Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
34489,3000,600,2014,"Toyota","Prius","Hybrid","Front-Wheel Drive","Midsize Cars","202V Ni-MH",202,"Ni-MH",NA
34516,3000,600,2014,"Toyota","Prius Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","18 kW",NA,NA,18
34542,250,1150,2014,"Infiniti","QX60 Hybrid FWD","Hybrid","Front-Wheel Drive","Standard Sport Utility Vehicle","144V Li-Ion",144,"Li-Ion",NA
34543,250,1150,2014,"Nissan","Pathfinder Hybrid 2WD","Hybrid","Front-Wheel Drive","Standard Sport Utility Vehicle","144V Li-Ion",144,"Li-Ion",NA
34544,250,1150,2014,"Infiniti","QX60 Hybrid AWD","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","144V Li-Ion",144,"Li-Ion",NA
34545,250,1150,2014,"Nissan","Pathfinder Hybrid 4WD","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","144V Li-Ion",144,"Li-Ion",NA
34546,2500,700,2014,"Lexus","CT 200h","Hybrid","Front-Wheel Drive","Compact Cars","202V Ni-MH",202,"Ni-MH",NA
34547,1250,950,2014,"Subaru","XV Crosstrek Hybrid AWD","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","101V Ni-MH",101,"Ni-MH",NA
34596,-250,1250,2014,"Acura","RLX Hybrid","Hybrid","All-Wheel Drive","Midsize Cars","260V Li-Ion",260,"Li-Ion",NA
34597,2000,800,2014,"Hyundai","Sonata Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
34598,2000,800,2014,"Hyundai","Sonata Hybrid Limited","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
34607,0,1200,2014,"Infiniti","Q70 Hybrid","Hybrid","Rear-Wheel Drive","Midsize Cars","346V Li-Ion",346,"Li-Ion",NA
34610,2000,800,2014,"Kia","Optima Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
34611,2000,800,2014,"Kia","Optima Hybrid EX","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
34639,3000,600,2014,"Toyota","Prius c","Hybrid","Front-Wheel Drive","Compact Cars","144V Ni-MH",144,"Ni-MH",NA
34662,2250,800,2014,"Ford","C-MAX Energi Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","68 kW",NA,NA,68
34696,2250,750,2014,"Ford","C-MAX Hybrid FWD","Hybrid","Front-Wheel Drive","Large Cars","280V Li-Ion",280,"Li-Ion",NA
34699,3000,600,2014,"Nissan","Leaf","EV","Front-Wheel Drive","Midsize Cars","80 kW DCPM",NA,NA,80
34719,2750,650,2014,"Honda","Civic Hybrid","Hybrid","Front-Wheel Drive","Compact Cars","144V Li-Ion",144,"Li-Ion",NA
34723,750,1050,2014,"Toyota","Highlander Hybrid 4WD","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
34724,750,1050,2014,"Toyota","Highlander Hybrid 4WD LE Plus","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
34770,1500,1100,2014,"Cadillac","ELR","Plug-in Hybrid","Front-Wheel Drive","Subcompact Cars","126 kW",NA,NA,126
34775,2250,750,2014,"Tesla","Model S (85 kW-hr battery pack)","EV","Rear-Wheel Drive","Large Cars","270 kW AC Induction (85 kW-hr battery pack)",NA,NA,270
34776,2500,700,2014,"Tesla","Model S (60 kW-hr battery pack)","EV","Rear-Wheel Drive","Large Cars","225 kW AC Induction (60 kW-hr battery pack)",NA,NA,225
34779,-250,1250,2015,"Lexus","RX 450h","Hybrid","Front-Wheel Drive","Small Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
34782,-500,1300,2015,"Lexus","RX 450h AWD","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
34789,-750,1500,2014,"Porsche","Panamera S E-Hybrid","Plug-in Hybrid","Rear-Wheel Drive","Large Cars","70 kW",NA,NA,70
34856,-1250,1700,2015,"Porsche","918 Spyder","Plug-in Hybrid","All-Wheel Drive","Two Seaters","95 kW and 116 kW DC Brushless",NA,NA,95
34859,750,1050,2014,"BYD","e6","EV","Front-Wheel Drive","Small Sport Utility Vehicle","75 kW AC PMSM",NA,NA,75
34860,750,1050,2013,"BYD","e6","EV","Front-Wheel Drive","Small Sport Utility Vehicle","75 kW AC PMSM",NA,NA,75
34901,3000,600,2014,"Mitsubishi","i-MiEV","EV","Rear-Wheel Drive","Subcompact Cars","49 kW DCPM",NA,NA,49
34918,3000,600,2015,"Nissan","Leaf","EV","Front-Wheel Drive","Midsize Cars","80 kW DCPM",NA,NA,80
35001,750,1050,2015,"Buick","Regal eAssist","Hybrid","Front-Wheel Drive","Midsize Cars","115V Li-Ion",115,"Li-Ion",NA
35002,750,1050,2015,"Buick","LaCrosse eAssist","Hybrid","Front-Wheel Drive","Midsize Cars","115V Li-Ion",115,"Li-Ion",NA
35113,-1000,1400,2015,"Audi","Q5 Hybrid","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","266V Li-Ion",266,"Li-Ion",NA
35120,3250,550,2015,"Chevrolet","Spark EV","EV","Front-Wheel Drive","Subcompact Cars","104 kW ACPM",NA,NA,104
35193,2000,800,2015,"Hyundai","Sonata Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
35194,2000,800,2015,"Hyundai","Sonata Hybrid Limited","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
35206,3250,550,2015,"Fiat","500e","EV","Front-Wheel Drive","Minicompact Cars","82 kW AC Induction",NA,NA,82
35207,3250,550,2014,"BMW","i3 BEV","EV","Rear-Wheel Drive","Subcompact Cars","125 kW AC Induction",NA,NA,125
35246,2000,1000,2015,"Chevrolet","Volt","Plug-in Hybrid","Front-Wheel Drive","Compact Cars","111 kW 3-Phase AC",NA,NA,111
35247,2000,800,2014,"Mercedes-Benz","B-Class Electric Drive","EV","Front-Wheel Drive","Midsize Cars","132 kW AC Induction",NA,NA,132
35259,2500,700,2015,"Ford","Fusion Hybrid FWD","Hybrid","Front-Wheel Drive","Midsize Cars","280V Li-Ion",280,"Li-Ion",NA
35272,2250,750,2015,"Lincoln","MKZ Hybrid FWD","Hybrid","Front-Wheel Drive","Midsize Cars","280V Li-Ion",280,"Li-Ion",NA
35277,2250,800,2015,"Ford","Fusion Energi Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","68 kW DCPM",NA,NA,68
35278,-750,1500,2015,"Porsche","Panamera S E-Hybrid","Plug-in Hybrid","Rear-Wheel Drive","Large Cars","70 kW DC Brushless",NA,NA,70
35279,2750,950,2014,"BMW","i3 REX","Plug-in Hybrid","Rear-Wheel Drive","Subcompact Cars","125kW",NA,NA,125
35317,1500,1100,2015,"Cadillac","ELR","Plug-in Hybrid","Front-Wheel Drive","Subcompact Cars","126 kW 3-Phase AC",NA,NA,126
35442,2000,800,2015,"Kia","Optima Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
35443,2000,800,2015,"Kia","Optima Hybrid EX","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
35525,750,1050,2015,"Toyota","Highlander Hybrid 4WD","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
35526,750,1050,2015,"Toyota","Highlander Hybrid 4WD LE Plus","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
35540,-500,1300,2015,"BMW","ActiveHybrid 3","Hybrid","Rear-Wheel Drive","Compact Cars","374V Li-Ion",374,"Li-Ion",NA
35545,-1000,1400,2015,"BMW","ActiveHybrid 5","Hybrid","Rear-Wheel Drive","Midsize Cars","374V Li-Ion",374,"Li-Ion",NA
35556,3000,600,2015,"Toyota","Prius","Hybrid","Front-Wheel Drive","Midsize Cars","202V Ni-MH",202,"Ni-MH",NA
35562,-1500,1500,2015,"BMW","ActiveHybrid 7L","Hybrid","Rear-Wheel Drive","Large Cars","374V Li-Ion",374,"Li-Ion",NA
35598,3000,600,2015,"Toyota","Prius Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","18 kW AC Induction",NA,NA,18
35599,250,1300,2014,"BMW","i8","Plug-in Hybrid","All-Wheel Drive","Subcompact Cars","96kW",NA,NA,96
35600,-4750,2200,2014,"McLaren Automotive","P1","Plug-in Hybrid","Rear-Wheel Drive","Two Seaters","132kW",NA,NA,132
35601,3000,600,2015,"Kia","Soul Electric","EV","Front-Wheel Drive","Small Station Wagons","81 kW AC PMSM",NA,NA,81
35614,2500,700,2015,"Lexus","CT 200h","Hybrid","Front-Wheel Drive","Compact Cars","202V Ni-MH",202,"Ni-MH",NA
35627,2750,650,2015,"Honda","Accord Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","259V Li-Ion",259,"Li-Ion",NA
35652,-4750,2200,2015,"McLaren Automotive","P1","Plug-in Hybrid","Rear-Wheel Drive","Two Seaters","132 kW AC Synchronous",NA,NA,132
35657,2000,800,2015,"Honda","CR-Z","Hybrid","Front-Wheel Drive","Two Seaters","144V Li-Ion",144,"Li-Ion",NA
35658,1500,900,2015,"Honda","CR-Z","Hybrid","Front-Wheel Drive","Two Seaters","144V Li-Ion",144,"Li-Ion",NA
35667,2750,650,2015,"Honda","Civic Hybrid","Hybrid","Front-Wheel Drive","Compact Cars","144V Li-Ion",144,"Li-Ion",NA
35673,2000,800,2015,"Volkswagen","Jetta Hybrid","Hybrid","Front-Wheel Drive","Compact Cars","220V Li-Ion",220,"Li-Ion",NA
35674,0,1200,2015,"Infiniti","Q70 Hybrid","Hybrid","Rear-Wheel Drive","Midsize Cars","346V Li-Ion",346,"Li-Ion",NA
35716,2250,750,2015,"Lexus","ES 300h","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
35731,-2750,1750,2015,"Volkswagen","Touareg Hybrid","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
35736,2250,750,2015,"Toyota","Camry Hybrid LE","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
35737,2250,750,2015,"Toyota","Camry Hybrid XLE/SE","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
35738,2250,750,2015,"Ford","C-MAX Hybrid FWD","Hybrid","Front-Wheel Drive","Large Cars","280V Li-Ion",280,"Li-Ion",NA
35765,2250,800,2015,"Ford","C-MAX Energi Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","68 kW DCPM",NA,NA,68
35768,0,1200,2015,"Infiniti","Q50 Hybrid","Hybrid","Rear-Wheel Drive","Compact Cars","346V Li-Ion",346,"Li-Ion",NA
35769,-250,1250,2015,"Infiniti","Q50S Hybrid","Hybrid","Rear-Wheel Drive","Compact Cars","346V Li-Ion",346,"Li-Ion",NA
35770,-250,1250,2015,"Infiniti","Q50 Hybrid AWD","Hybrid","All-Wheel Drive","Compact Cars","346V Li-Ion",346,"Li-Ion",NA
35771,-500,1300,2015,"Infiniti","Q50S Hybrid AWD","Hybrid","All-Wheel Drive","Compact Cars","346V Li-Ion",346,"Li-Ion",NA
35775,3000,600,2015,"Toyota","Prius c","Hybrid","Front-Wheel Drive","Compact Cars","144V Ni-MH",144,"Ni-MH",NA
35779,0,1200,2015,"Lexus","GS 450h","Hybrid","Rear-Wheel Drive","Midsize Cars","288V Ni-MH",288,"Ni-MH",NA
35780,2250,750,2015,"Toyota","Avalon Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
35782,2500,700,2015,"Toyota","Prius v","Hybrid","Front-Wheel Drive","Midsize Station Wagons","202V Ni-MH",202,"Ni-MH",NA
35785,1500,900,2015,"Lexus","NX 300h","Hybrid","Front-Wheel Drive","Small Sport Utility Vehicle","245V Ni-MH",245,"Ni-MH",NA
35788,1250,950,2015,"Lexus","NX 300h AWD","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","245V Ni-MH",245,"Ni-MH",NA
35791,1250,950,2015,"Subaru","XV Crosstrek Hybrid AWD","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","101V Ni-MH",101,"Ni-MH",NA
35830,250,1150,2015,"Infiniti","QX60 Hybrid FWD","Hybrid","Front-Wheel Drive","Standard Sport Utility Vehicle","144V Li-Ion",144,"Li-Ion",NA
35831,250,1150,2015,"Nissan","Pathfinder Hybrid 2WD","Hybrid","Front-Wheel Drive","Standard Sport Utility Vehicle","144V Li-Ion",144,"Li-Ion",NA
35836,250,1150,2015,"Infiniti","QX60 Hybrid AWD","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","144V Li-Ion",144,"Li-Ion",NA
35840,250,1150,2015,"Nissan","Pathfinder Hybrid 4WD","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","144V Li-Ion",144,"Li-Ion",NA
35841,-7250,2650,2014,"Ferrari","LaFerrari Hybrid","Hybrid","Rear-Wheel Drive","Two Seaters","Two 480V Li-Ion",480,"Li-Ion",NA
35849,3250,550,2015,"Volkswagen","e-Golf","EV","Front-Wheel Drive","Compact Cars","85 kW AC PMSM",NA,NA,85
35858,3000,600,2015,"smart","fortwo electric drive convertible","EV","Rear-Wheel Drive","Two Seaters","55 kW DCPM",NA,NA,55
35859,3000,600,2015,"smart","fortwo electric drive coupe","EV","Rear-Wheel Drive","Two Seaters","55 kW DCPM",NA,NA,55
35890,-1000,1400,2015,"Mercedes-Benz","E400 Hybrid","Hybrid","Rear-Wheel Drive","Midsize Cars","126V Li-Ion",126,"Li-Ion",NA
35896,-1750,1700,2015,"Porsche","Cayenne S e-Hybrid","Plug-in Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","70 kW DC Brushless",NA,NA,70
35904,-3250,1850,2015,"Lexus","LS 600h L","Hybrid","All-Wheel Drive","Midsize Cars","288V Ni-MH",288,"Ni-MH",NA
35960,2000,800,2015,"Mercedes-Benz","B-Class Electric Drive","EV","Front-Wheel Drive","Midsize Cars","132 kW AC Induction",NA,NA,132
35970,3000,600,2015,"Ford","Focus Electric","EV","Front-Wheel Drive","Compact Cars","107 kW AC PMSM",NA,NA,107
35980,2250,750,2015,"Tesla","Model S (85 kW-hr battery pack)","EV","Rear-Wheel Drive","Large Cars","270 kW AC Induction (85 kW-hr battery pack)",NA,NA,270
35994,2250,750,2014,"Tesla","Model S AWD (85 kW-hr battery pack)","EV","All-Wheel Drive","Large Cars","180 and 350 kW AC Induction (85 kW-hr battery pack)",NA,NA,350
36008,2500,700,2015,"Tesla","Model S AWD - P85D","EV","All-Wheel Drive","Large Cars","164 (front) 350 (rear) (85 kW-hr battery pack)",NA,NA,350
36009,2750,650,2015,"Tesla","Model S AWD - 85D","EV","All-Wheel Drive","Large Cars","140 (front) 140 (rear) (85 kW-hr battery pack)",NA,NA,140
36016,3250,550,2015,"BMW","i3 BEV","EV","Rear-Wheel Drive","Subcompact Cars","125 kW AC Induction",NA,NA,125
36017,2500,700,2015,"Tesla","Model S (60 kW-hr battery pack)","EV","Rear-Wheel Drive","Large Cars","225 kW AC Induction (60 kW-hr battery pack)",NA,NA,225
36023,3000,600,2016,"Mitsubishi","i-MiEV","EV","Rear-Wheel Drive","Subcompact Cars","49 kW DCPM",NA,NA,49
36030,2750,950,2015,"BMW","i3 REX","Plug-in Hybrid","Rear-Wheel Drive","Subcompact Cars","125kW",NA,NA,125
36031,250,1300,2015,"BMW","i8","Plug-in Hybrid","All-Wheel Drive","Subcompact Cars","96kW",NA,NA,96
36047,-250,1250,2016,"Acura","RLX Hybrid","Hybrid","All-Wheel Drive","Midsize Cars","260V Li-Ion",260,"Li-Ion",NA
36100,2250,750,2016,"Hyundai","Sonata Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
36101,2500,700,2016,"Hyundai","Sonata Hybrid SE","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
36126,2750,650,2015,"Tesla","Model S AWD - 70D","EV","All-Wheel Drive","Large Cars","140 (front) 140 (rear) (70 kW-hr battery pack)",NA,NA,140
36160,2500,700,2016,"Ford","Fusion Hybrid FWD","Hybrid","Front-Wheel Drive","Midsize Cars","280V Li-Ion",280,"Li-Ion",NA
36161,2250,750,2016,"Lincoln","MKZ Hybrid FWD","Hybrid","Front-Wheel Drive","Midsize Cars","280V Li-Ion",280,"Li-Ion",NA
36248,2250,800,2016,"Ford","Fusion Energi Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","68 kW DCPM",NA,NA,68
36424,-1000,1400,2016,"Audi","Q5 Hybrid","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","266V Li-Ion",266,"Li-Ion",NA
36437,750,1050,2015,"BYD","e6","EV","Front-Wheel Drive","Small Sport Utility Vehicle","75 kW AC PMSM",NA,NA,75
36459,750,1050,2016,"Buick","Regal eAssist","Hybrid","Front-Wheel Drive","Midsize Cars","115V Li-Ion",115,"Li-Ion",NA
36460,750,1050,2016,"Buick","LaCrosse eAssist","Hybrid","Front-Wheel Drive","Midsize Cars","115V Li-Ion",115,"Li-Ion",NA
36469,2000,800,2016,"Kia","Optima Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
